area_id,city_id,area_name
130175,128646,Buckie
130176,128647,Buckland
130177,128648,Buckland Monachorum
130187,128684,Burnham On Crouch
126486,124334,Dill
130197,128694,Burstow
130208,128705,Busby
130235,128784,Carlton
130237,128786,Carluke
130242,128791,Carnwath
130258,128833,Cawood
130265,128840,Cerne Abbas
130268,128843,Chacewater
130272,128847,Chadlington
130292,128892,Chelmorton
130301,128901,Cheriton Bishop
130305,128931,Chillaton
130312,128938,Chingford
130276,128851,Chalfont Saint Giles
130279,128854,Challacombe
130331,128982,Cilgerran
130351,129002,Cleobury Mortimer
130354,129031,Coalport
130355,129032,Coatbridge
130358,129035,Coberley
130359,129036,Cockburnspath
130367,129044,Colby
130370,129047,Cold Ashton
130372,129049,Coldingham
130382,129085,Constantine
130395,129098,Copmanthorpe
130406,129135,Coton
131292,211425,Kukup
78947,99739,Cedar Bluff 
78953,99573,Baldwinsville 
132203,129652,Evenwood
78938,98998,Andelaroche
78939,99500,Adair 
132114,129486,East Down
132118,129490,East Garston
132120,129492,East Haddon
132121,129493,East Halton
132132,129504,East Lydford
132134,129506,East Meon
132137,129534,Eastry
132141,129538,Ebchester
132150,129547,Eckington
132163,129586,Elland
132170,129593,Ellington
132045,129339,Dent
132057,129351,Dickleburgh
132063,129357,Dilwyn
132069,129389,Doveridge
132076,129396,Downpatrick
132078,129398,Downton
132079,129399,Draughton
132081,129401,Draycott
132088,129408,Dronfield
130448,129203,Cromhall
130489,129296,Dalwood
130495,129302,Daresbury
130425,129154,Cowden
130460,129241,Cubert
130478,129285,Dallington
130483,129290,Dalry
130486,129293,Dalton
79139,99087,Kirchdorf Am Inn
79141,99689,Bull Shoals
79119,100782,Siler City 
79104,98877,Houston 
79046,99162,Cisano Bergamasco
79025,99563,Augusta 
79026,100032,Glen Ellen
79030,100866,Townsend 
78969,100160,Idyllwild 
78963,100240,Lake Elmo 
78956,100063,Greenup 
78386,100323,Loxley
78379,99279,Konstantynow Lodzki
78381,99109,Wurzbach
78300,99144,Culdaff
78353,99915,El Dorado Springs 
78406,100987,Winston 
78407,99187,San Martino Siccomario
78403,99048,Neuillay Les Bois
78426,100927,Waynesboro 
78360,100986,Winnsboro 
78362,22333,Attalla 
78345,100177,Jackson 
78321,100122,Hidalgo 
78322,100877,Union City
78329,98820,Schonberg Im Stubaital
78340,99198,Volla
78341,99488,Mundford
78272,99065,Tournavaux
78308,100406,Middletown 
78311,99412,Alvsbyn
78172,98999,Anet
78173,99000,Appietto
78167,99694,Burns 
78265,99258,Uithoorn
78266,99919,Elberton 
78267,98991,Viimsi
78245,100780,Sidney 
78248,99894,Eads 
78113,99982,Fordyce 
78103,99892,Dunbar 
78100,98936,Summerland
78101,99651,Booneville 
78083,99089,Naila
78075,100631,Pownal 
78073,99904,East Saint Louis 
78122,99278,Glinianka
78124,100370,Mauldin
78162,99708,Cameron 
78142,101004,York 
78154,100155,Hutchins
78139,100416,Millbury 
124365,195415,Vernay
124371,195421,Verneuil-Moustiers
124383,195433,Vernou-sur-Brenne
124384,195434,Vern Sur Seiche
124440,195959,Kedainiai
124442,195961,Kretinga
78586,98876,Hope 
78592,100035,Glendale Heights 
78563,100326,Lumberton 
78548,99738,Cayucos 
78549,99742,Cedar Key 
78496,99946,Eustis 
78499,100225,Knob Noster 
78486,99368,Lierganes
78477,100198,Joshua Tree 
78467,100646,Ranger 
78463,99495,Speke
78464,99353,Cintruenigo
78492,100144,Hopewell Junction 
78542,100778,Shorter
78508,100211,Kennett 
78540,100777,Shipshewana 
78533,100002,Franklinton
78535,99545,Appomattox 
125299,199941,San Román
125258,199780,Puntallana
125279,199921,San Martín
125281,199923,San Martín De La Vega
125287,199929,San Mateo De Gállego
125363,200075,Tafira
125369,200081,Talavera De La Reina
125376,200088,Taradell
124463,195982,Pakruojis
124448,195967,Lazdijai
124514,196084,Årø
124498,196068,Almind
124525,196120,Balle
124528,196123,Ballen
125207,199679,Pedro Abad
125227,199699,Pereira
125267,199789,Quinto
126214,123750,Sassenberg
126266,123853,Silberg
126269,123882,Sprockhövel
126479,124301,Budenheim
126483,124305,Burgschwalbach
125497,200729,Big Pine
126451,124246,Bell
126366,124083,Waltrop
126392,124135,Westerkappeln
127217,125841,Voigtsdorf
127224,125848,Walthersdorf
127233,125883,Zschopau
127342,126096,Hornburg
127432,202320,Loganville
127442,202330,Long Key
127460,202373,Mabelvale
127285,125987,Droßdorf
129238,126693,Heikendorf
129252,126734,Hude
129262,126744,Immenstedt
129289,126797,Kleinwaabs
129346,126932,Nordhackstedt
129377,126990,Quern
66741,87289,Saint-Michel
66734,87282,Champagnac-de-Belair
66746,87294,Clerques
66753,87301,Conde-En-Brie
66774,87320,Duilhac-sous-Peyrepertuse
66762,87309,Cravant
66758,87305,Correncon-en-Vercors
66718,87266,Camarsac
66709,87257,Brehemont
66711,87259,Briare
66712,87260,Brionne
66722,87270,Carbon-Blanc
66723,87271,Carolles
66724,87272,Carquefou
66698,87246,Bouc-Bel-Air
66699,87247,Boujan-sur-Libron
66703,87251,Bourg-Sainte-Marie
66707,87255,Bray-et-Lu
66691,87239,Bezancourt
66656,87204,Antony
66667,87215,Avrieux
66671,87219,Baerenthal
66659,87207,Artenay
66648,87196,Aisonville-et-Bernoville
66650,87198,Albussac
66651,87199,Alby
66628,85932,Kuusankoski
66624,85928,Kaarina
66641,85944,Siltakyla
66632,85936,Mantta
66633,85937,Nauvo
66634,85938,Pargas
66635,85939,Pietarsaari
66637,85941,Puhos
66638,8751,Rauma
66616,86244,Torve
66607,86235,Moisakula
66557,87715,Birkerod
66559,87717,Blommenslyst
66531,85886,Hrotovice
66534,85889,Litomysl
66535,85890,Loucen
66536,85891,Mlade Buky
66541,85896,Roztoky
66543,85898,Skryje
66571,87729,Hvidbjerg
66576,87734,Kibaek
66582,87740,Menstrup
66599,87757,Vildbjerg
66594,87752,Snoghoj
66428,86938,Bachevo
66463,86259,Maniwaki
66516,86973,Virovitica
66517,86974,Zabok
67308,86429,Insel Neuwerk
67300,86421,Hofen An Der Enz
67303,86424,Hohenkammer
67295,86417,Hillesheim
67316,86437,Ketsch
67317,86438,Ketzin
67283,86405,Hehlen
67284,86406,Heide
67289,86411,Herrsching Am Ammersee
67277,86399,Grunstadt
67269,86391,Grafelfing
67354,86475,Lieg
67352,86473,Leutenberg
67345,86466,Lauenburg
67342,86463,Langlingen
67338,86459,Laboe
67329,86450,Klusserath
67332,86453,Konigstein Im Taunus
67313,86434,Katlenburg-Lindau
67314,86435,Kerspleben
67320,86441,Kirchhatten
67428,86548,Ransbach-Baumbach
67420,86540,Pfreimd
67421,86541,Pliening
67422,86542,Poing
67437,86557,Reischenhart
67438,86558,Rengershausen
67439,86559,Rheinau
67407,86527,Oberweissbach
67357,86478,Linnich
67398,86518,Newel
67401,86521,Niederzissen
67402,86522,Nordhastedt
67379,86499,Morsum
67385,86505,Mutzenich
67386,86506,Nachrodt-Wiblingwerde
67387,86507,Nebel
67371,86491,Meckesheim
67372,86492,Medelon
67367,86487,Markgroningen
67361,86482,Lubmin
67264,86386,Goldberg
67260,86382,Gensingen
67262,86384,Gersbach
67258,86380,Geldern
67249,86372,Friesoythe
67251,86374,Garching
67254,86376,Gehrden
67226,86349,Eitorf
66894,87440,Marsolan
67235,86358,Erlabrunn
67236,86359,Erzhausen
67233,86356,Eppstein
66897,87443,Mauregard
66890,87436,Manvieux
66892,87438,Marcilly-sur-Tille
66885,87431,Lutzelbourg
66886,87432,Luzarches
66859,87405,Le Veurdre
66888,87434,Malataverne
66878,87424,Lissac-Sur-Couze
66879,87425,L'Oie
66862,87408,Le Wast
66863,87409,Lecumberry
66856,87402,Le Rouget
66852,87398,Le Neubourg
66845,87391,Le Bec-Hellouin
66833,87379,La Llagonne
66829,87375,La Ferte-Saint-Aubin
66819,87365,Ingrandes
66820,87366,Irigny
66809,87355,Herepian
66814,87360,Houdemont
66800,87346,Gardanne
66805,87351,Grenay
66806,87352,Guillestre
66787,87333,Estagel
66795,87341,Fiquefleur-Equainville
66797,87343,Fondettes
66779,87325,Egliseneuve-d'Entraigues
66781,87327,Ennery
62334,79887,Other
62336,79889,Other
62327,79880,Other
62297,14370,Western Sydney
62171,79629,Other
62129,17514,Other
66325,87061,Maria Taferl
66318,87054,Lechaschau
66306,87042,Kapfenstein
66285,87021,Gotzis
66286,87022,Grossgmain
66289,87025,Heiligenbrunn
66290,87026,Heimschuh
66292,87028,Hinterbruhl
66283,87019,Gnas
66257,86993,Altenfelden
62330,79883,Other
62331,79884,Other
62332,79885,Other
62324,79878,Other
66251,23691,Ringwood
66262,86998,Bildstein
66393,86904,Moorsel
66383,86895,Grandhan
66384,86896,Henri-Chapelle
66355,87091,Sochau
66377,86889,Beringen
66363,87098,Unterweissenbach
66353,87089,Seckau
66344,87080,Sankt Christoph Am Arlberg
66351,87087,Schlanitzen
66327,87063,Munchendorf
66342,87078,Rosegg
66329,87065,Murzsteg
61546,22840,Chanhassen
61468,22350,Belmont
61421,9320,Whiskey Road
62050,2570,Other
61994,79846,Kirkwood
61978,22583,Torrington
61959,20983,St. Simons Island
61577,22485,Cumberland
61564,22546,Conover
121383,189394,Heidolsheim
121439,189499,Houplines
121450,189534,Illhaeusern
121420,189480,Hondainville
121471,189972,La Goubette
121474,189975,La Grand Croix
121528,190076,La Mouche
122212,192701,Oberhausbergen
122228,192742,Omiécourt
122235,192749,Onet Le Chateau
121297,189236,Grillon
121326,189289,Guignicourt
121364,189375,Haute-Rivoire
121367,189378,Hauteville
121374,189385,Haverskerque
121285,189199,Granzay
121292,189231,Gries
121299,189238,Grisolles
121303,189242,Groffliers
120400,118399,Velten
120512,118639,Altenkirchen
120519,118647,Amöneburg
120558,118738,Breitscheid
121229,188698,Flers
121245,188738,Folkling
121252,188745,Fons
121276,189190,Grâne
121283,189197,Granier
122304,193341,Pronleroy
122305,193342,Prouilly
122308,193345,Provenchères
122319,193380,Puycalvel
122223,192737,Olliergues
122245,192784,Oriol-en-Royans
122247,192786,Orliénas
122257,192796,Orriule
122261,192800,Orthevielle
122292,193329,Prigonrieux
122395,193531,Rémy
122404,193540,Repenti
122375,193486,Ravenel
122490,194211,Saint-Laurent-d'Andenay
122454,193640,Rochefort-sur-Loire
122502,194245,Saint Loup
122509,194252,Saint-Maigrin
122512,194255,Saint-Mamert-du-Gard
123258,120999,Loxstedt
123280,121047,Meine
123310,121103,Neetze
123319,121137,Niedermarschacht
123340,121183,Oesselse
123446,121391,Schwei
123469,121439,Springe
124204,195082,Touraine
124205,195083,Tour-en-Sologne
124206,195084,Tourgeville
124194,195072,Tostes
124251,195179,Trun
124252,195180,Truyes
124254,195182,Tuchan
124274,195227,Vagney
124279,195232,Vailly
124286,195263,Vallères
124289,195266,Vallet
124260,195213,Ussel
124261,195214,Ustaritz
124271,195224,Vacquiers
124317,195318,Vaudoy
124349,195374,Veneux-les-Sablons
124361,195386,Venterol
124340,195365,Vendenheim
68192,86976,Asgardstrand
68196,86979,Halden
68277,88687,Camacha
68278,88688,Canha
68261,88219,Zawiercie Nowe
68264,88674,Aldeia Da Serra
68266,88676,Almargem
68253,88211,Swiebodzice
68248,88206,Srem
68245,88203,Puszczykowo
68240,88198,Piekary Slaskie
68206,86986,Son
68224,88182,Katy Wroclawskie
68228,88186,Lapsze Nizne
68202,23109,Notodden
68209,86989,Vagamo
68215,88174,Borkowo
68497,87855,El Pino
68484,87842,Coria
68485,87843,Costa De Antigua
68476,87834,Castrillo Del Val
68478,87836,Cereceda
68470,87828,Capafons
68466,87823,Campo
68458,87816,Cala San Vicente
68541,87899,La Oliva
68542,87900,La Playa De Arguineguin
68528,87886,Izalzu
68531,87889,Jarque De La Val
68513,87871,Fromista
68514,87872,Fuencaliente De La Palma
68510,87868,Fonz
68518,87876,Garrovillas
68520,87878,Grinon
68521,87879,Haria
68620,87977,Salobre
68610,87967,Queveda
68611,87968,Quincoces De Yuso
68623,87980,San Esteban De Gormaz
68628,87985,Sant Joan De Les Abadesses
68591,87948,Paterna
68594,87951,Pelabravo
68602,87959,Portinatx
68547,87904,Labuerda
68551,87908,Laujar De Andarax
68552,87909,Les Borges Blanques
68554,87911,Llenin
68563,87920,Margolles
68564,87921,Miraflores De La Sierra
68561,87918,Manjoya
68569,87926,Montardit
68586,87943,Osuna
68587,87944,Outes
68572,87929,Morro Del Jable
68573,87930,Mugaire De Oronoz
68577,87934,Naves
68579,87936,Niembro
68421,87779,Amurrio
68424,87782,Ardines
68434,87792,Banos De La Encina
68441,87799,Betlan
68446,87804,Borrassa
68448,87806,Buenaventura
68450,87808,Burunchel
68451,87809,Cabezon De Liebana
68387,85912,Crni Vrh
68381,86932,Sliac
68390,85915,Menges
68302,88712,Pinheiro De Lafoes
68280,88690,Castro Daire
68283,88693,Estacao Do Mogadouro
68298,88708,Murca
68342,86208,Harman
68315,88724,Santa Marta De Penaguiao
68286,88696,Freixinho
68323,88732,Unhais Da Serra
68334,86200,Banesti
68369,88740,Dogana
68340,86206,Dej
68375,86926,Kremnica
67620,85977,Vasarosnameny
67522,86640,Zenting
67584,88310,Simvoli
67587,88312,Stalida
67590,88314,Taxiarkhai
67603,85960,Bikacs
67604,85961,Dunasziget
67574,88301,Orestias
67575,88302,Perama
67520,86638,Wulmeringhausen
67512,20653,Westerburg
67500,86619,Vohringen
67505,86624,Wassertrudingen
67506,86625,Wasserzell
67507,86626,Weeze
67490,86609,Ulrichstein
67494,86613,Utersum
67495,86614,Versmold
67485,86604,Telgte
67483,86602,Sulzhayn
67479,86598,Stetten Am Kalten Markt
67480,86599,Stockstadt Am Main
67471,86590,Sondershausen
67472,86591,Sonnen
67462,86581,Schollbrunn
67404,86524,Oberhaverbeck
67465,86584,Schrobenhausen
67456,86575,Sankt Oswald
67454,86573,Salzwedel
67449,21928,Roth
67447,86567,Rotenbach
67445,86565,Rodishain
67442,86562,Rheinmunster
67778,88387,Castelletto Di Branduzzo
67727,88339,Arnad
67728,88340,Arsago Seprio
67705,87132,Neve Ativ
67724,21774,Arborea
67740,88350,Belluno Veronese
67755,88365,Calolziocorte
67747,88357,Brembate
67744,88354,Bosco
67765,88375,Carisio
67766,88376,Carpino
67714,88327,Albignasego
67623,85980,Zomba
67674,88253,Oldcastle
67655,88237,Curraheen
67656,88238,Dunfanaghy
67657,18553,Ennistymon
67660,88241,Glencar
67642,88224,Ballyconnell
67643,88225,Bishopsquarter
67633,86177,Skogarfoss
67637,23737,Sravasti
67647,88229,Cappoquin
67649,88231,Carna
67650,88232,Castlegregory
117267,115304,Nagytarcsa
117274,115311,Pilisborosjeno
117275,115312,Piliscsaba
117254,115265,Dunakeszi
117257,115268,Érd-Parkváros
117260,115271,Forró
117278,115315,Pilisvörösvár
117284,115322,Szada
117285,115323,Százhalombatta
117295,115359,Kaposfo
117307,115372,Nagyatád
117308,115373,Nagybajom
117323,115415,Kisar
117376,115521,Szeleste
118269,182397,Torva
118246,182373,Torri In Sabina
117415,115614,Zalabaksa
117418,115618,Zalalovo
117547,115877,Dumbéa
118241,182344,Tornimäe
117373,115518,Simaság
117394,115567,Szentkirályszabadja
117396,115569,Totvazsony
117264,115275,God
117249,115260,Dabas
116482,113653,Metallostroy
116483,113680,Monchegorsk
116503,113700,Myakinino
67797,88404,Cibiana
67836,21800,Galzignano Terme
67860,88462,Madonna
67867,88468,Marina Di Fuscaldo
67845,88449,Gradisca Disonzo
67788,88397,Cervesina
67773,88383,Castel Guelfo Di Bologna
67793,88400,Chiaverano
67826,88433,Fonni
118347,183104,Veles
118348,183181,Victoria
118412,183293,Villanova Monferrato
118280,182483,Trichès
118281,182484,Trichiana
118283,182486,Triengen
118285,182488,Triggiano
118286,182489,Trimbach
118316,182947,Van Stadensriviermond
118323,183079,Vazzola
118325,183081,Veberod
118327,183083,Vecchiano
118425,183330,Vilshult
118430,183336,Vindeln
118457,183388,Vitacura
118520,184005,Zejtun
118521,184006,Zelarino
118530,184040,Zofingen
118561,184145,Balkbrug
118566,184150,Bathmen
119241,186752,Bouzigues
119261,186797,Bréhain
119264,186800,Breitenbach
119280,186840,Bréxent-Énocq
119283,186843,Briançonnet
119291,186851,Briennon
119300,186884,Broons
119311,186895,Brouzet
119314,186898,Bruailles
119317,186901,Bruges
119319,186903,Bruguières
119338,187448,Châteauneuf
119341,187451,Châteauponsac
119351,187534,Chavanod
119395,187603,Chevillard
119406,187638,Chirols
119413,187645,Choisy-au-Bac
119367,187550,Cheffois
119377,187585,Cherré
119417,187649,Chomérac
119418,187650,Chonas-l'Amballan
119444,187751,Cogny
119462,187843,Contes
119422,187729,Cluses
119438,187745,Coeuvres
119502,187932,Coulaures
119507,187937,Couloisy
120243,118086,Genshagen
120304,118198,Kremmen
120363,118335,Schluft
120381,118354,Seehof
58159,7602,Statenkwartier
58208,9527,Stuttgart-Ost
58220,10647,04. Újpest
58161,7602,Witte Vrouwenveld
58150,7169,Wandsbek
58135,7169,Eppendorf
58154,7602,Boschstraatkwartier
58155,7602,Jekerkwartier
58205,9527,Plieningen
58212,9527,Wangen
58231,10647,15. Rákospalota
58245,11323,Cotta
58287,11613,Nordstadt
58288,11613,Oststadt
100318,128618,Bromlow
100320,128620,Brook
57643,17232,Daegu Central Area
58057,3453,Hötting
101304,132580,Strachan
101309,132585,Strath
101402,132774,Thurning
101404,132776,Thursford
101405,132777,Thurstaston
101411,132783,Tideswell
101414,133208,Whitestone
101461,133279,Winchfield
101469,133311,Winton
102157,135828,Tielt
101213,132417,South Wingfield
101216,132420,Southborough
101220,132424,Southill
101202,131981,Rillington
101247,132475,Standon
101265,132517,Stepaside
101322,132622,Sunbury
101331,132631,Sutcombe
101358,132682,Tarporley
101364,132712,Teviothead
101382,132730,Theydon Bois
101383,132731,Thimbleby
100336,128660,Buildwas
100352,128676,Burghfield
100354,128678,Buriton
100355,128679,Burlescombe
100358,128706,Buscot
100400,129171,Cramlington
100401,129172,Cramond
100370,128718,Buxted
100407,129178,Cranleigh
100413,129208,Crook Of Devon
100440,129260,Cumnock
100445,129265,Currie
100446,129266,Curry Mallet
100456,129276,Dagenham
100481,129326,Delabole
101173,131927,Rake
101177,131931,Randalstown
101186,131965,Reston
102174,135870,Handlová
102176,135872,Helpa
102183,135879,Krupina
102192,136012,Tlmace
102193,136013,Topolcianky
102195,136015,Vrable
101441,133259,Willerby
102197,136017,Zlaté Moravce
102207,136027,Púchov
102208,136028,Skalica
102210,136030,Tvarozna
102211,136031,Batizovce
102215,136059,Belá
102232,136076,Myjava
102233,136077,Nemsova
102253,136528,Åmli
102256,136531,Birkedal
102257,136532,Birkeland
102238,136082,Nové Mesto Nad Váhom
102291,136616,Hokksund
102295,136621,Hyggen
102315,136641,Prestfoss
102318,136669,Sylling
102326,136677,Veggli
102330,136681,Båtsfjord
102403,136830,Skarnes
102438,136890,Bruvik
102444,136896,Dimmelsvik
102475,137440,Falstad
102483,137448,Gran
102488,137453,Heggje
103182,140318,Fehring
103184,140320,Fernitz
104210,144430,Drogteropslagen
104234,144478,Lieveren
103342,141077,Laterns
103479,141809,North Haven
104191,144387,Aalden
104236,144480,Mantinge
104254,144523,Smilde
104256,144525,Struikberg
104262,144531,Tweede Exloërmond
104274,144567,Zweeloo
104281,144574,Dronten
104296,145017,Gortel
104301,145022,Groenlo
104307,145028,Haarlo
104309,145030,Halle
104316,145037,Harskamp
103330,141065,Hard
103335,141070,Hörbranz
103283,140968,Radfeld
103310,141019,Vomp
103316,141025,Wildermieming
102361,136738,Alvdal
103255,140463,Kienberg
103272,140957,Pettnau
103274,140959,Pflach
103291,140976,Roppen
103295,141004,Tumpen
104410,145229,Slijk-Ewijk
104412,145231,Spankeren
104448,145292,Westervoort
104453,145322,Zoelen
104462,145331,Adorp
104463,145332,Baflo
105167,148304,Crystal Falls
105282,148540,Pinconning
105290,148548,Powers
104379,145173,Nijbroek
104392,145186,Ophemert
104405,145224,Scherpenzeel
104406,145225,Silvolde
104336,145082,Huissen
104337,145083,Hummelo
104340,145086,Hurwenen
104345,145091,Kerkdriel
104354,145124,Lengel
104363,145133,Lobith
106163,152241,Chandler
106189,152292,Gore
106263,152441,Valliant
106288,152491,Chemult
106324,152551,Molalla
107176,155802,Snowshoe
107195,156299,BeÅ‚k
107199,156303,Bedzin
104421,145240,'t Zand
107222,156351,Bogucin
107224,156353,Boguszów
107236,156365,Bolimów
107242,156396,Brodnica
107257,156411,Brzesko
107258,156412,Brzeszcze
107250,156404,Brusy
107267,156446,Byczyna
107275,156454,Byszow
108304,106831,Samani
108310,106839,Shibetsu
108210,106579,Inuyama
108255,106719,Date
108258,106723,Engaru
108260,106725,Fujimi
107279,156458,Cedry Wielkie
107291,156545,Czajowice
107304,156558,Czarny Dunajec
107305,156559,Czarny Las
107316,156644,Dobroszyce
107344,156697,Dziekanow Lesny
107381,156759,Gniew
107383,156761,Gniewkowo
107396,157303,Krzeszowice
107435,157367,Legnickie Pole
107437,157369,Leoncin
107456,157413,Luban
107462,157419,Lubichowo
107464,157421,Lubien Kujawski
107358,156711,Emaus
107468,157425,Lubiszewo
108161,106199,Miyoshi
58474,16017,Laim
58481,16017,Nymphenburg
58440,15847,Westend
58448,15904,Ganshoren
58450,15904,Berchem-Sainte-Agathe / Sint-Agatha-Berchem
58455,15904,Watermael-Boitsfort / Watermaal-Bosvoorde
58490,16017,Sendling
58492,16017,Solln
58530,16278,Loosduinen
58541,16448,Friedrichstadt
58544,16448,Graffenberg - Ludenberg
58962,67419,Asselborn
58923,78915,Walpole
58905,17906,Other
58912,78909,Barooga
58913,78910,Gunnedah
58996,67454,Stadtbredimus
58986,67444,Kautenbach
58989,67447,Lipperscheid
58990,67448,Mersch
58991,67449,Mondorf-les-Bains
58974,67431,Dudelange
58975,67432,Echternach
58835,2002,Sant Andreu
58846,11323,Blasewitz
58546,16448,Wersten-Holthausen
58485,16017,Perlach
58869,78907,Other
59032,67708,Inarcs
59045,67721,Nemesnep
59023,67699,Godollo
59025,67701,Gyomaendrod
59011,67687,Biatorbagy
59013,67689,Budakeszi
59065,67741,Tatabanya
59058,67734,Szentgotthard
59059,67735,Szigetszentmiklos
59113,72856,Ashbourne
59118,72861,Ballyconneely
59121,72866,Banagher
59071,67747,Vecses
59072,67748,Veszprem
59079,67950,Il-Gzira
59105,72627,Bubiai
59106,72628,Garliava
59510,75596,Calzolaro
59508,75594,Caldogno
59164,72914,Malin
59165,72915,Mallaranny
59132,72878,Castlebaldwin
59133,72879,Castleisland
59149,72897,Foxford
59159,72907,Laghy
59607,75699,Castelnovo di Sotto
59623,75715,Castiglione delle Stiviere
59628,75723,Cavaglia
59625,75719,Castiglione Tinella
59638,75733,Cazzago di Pianiga
59641,75737,Cento
59642,75738,Ceprano
59664,75762,Cima
59668,75767,Cittanova
59553,75642,Carlentini
59548,75637,Capraia
59523,75610,Campobasso
59532,75619,Candiolo
59558,75647,Carpegna
59559,75648,Carpenedolo
59555,75644,Carmagnola
59568,75657,Casalmaggiore
59571,75660,Casarsa della Delizia
59754,75860,Follina
59750,75856,Foce
59758,75864,Fontanellato
59759,75865,Fonte
59695,75797,Contursi
59698,75800,Coriano
59702,75804,Correggio
59700,75802,Corleone
59706,75810,Costigliole Saluzzo
59734,75839,Farneta
59673,75773,Clanezzo
59674,75774,Claviere
59666,75764,Cioccaro
59679,75779,Cognola
59687,75788,Cologno al Serio
59537,75624,Cantello
59709,75813,Cropani
59762,75868,Fordongianus
59763,75869,Forino
59764,75871,Forlimpopoli
59774,75883,Gaiola
59807,75918,Grugliasco
59820,75931,Ischitella
59845,75958,Lavis
61194,23011,Moerdijk
61199,22378,Brewerton
116344,113385,Kashira
115530,177332,Neckarwestheim
115543,177345,Neepawa
115492,176691,Minatitlan
115511,176734,Miscouche
116273,180332,Santa Bárbara De Nexe
116275,180334,Santa Branca
115404,176530,Melfi
116305,180386,Santa Maria Di Sala
116310,180560,Sater
61329,79699,Vranic
61355,79722,The Entrance
113430,110747,Oxford
114439,112828,Tuusniemi
114469,112884,Valtimo
114470,112885,Vampula
115261,175786,Loffenau
114368,112679,Söderkulla
114354,112665,Sippola
114356,112667,Siuntio
114380,112717,Suolahti
114411,112774,Teijo
114413,112776,Tenhola
114417,112780,Tervakoski
114504,112971,Virrat
115270,175819,Long Sault
115325,176326,Marieberg
115278,175827,Longostagno
115280,175829,Lönneberga
115373,176475,Mazatepec
115375,176477,Mazia
115365,176442,Matelândia
115402,176528,Melano
115408,176534,Melilli
115410,176536,Melipilla
115421,176547,Mellingen
115429,176580,Merdingen
115430,176581,Mere
115452,176627,Mezzocorona
115454,176629,Mezzolombardo
113338,110551,Mills
113353,110592,Polotsk
113366,110631,Balclutha
113406,110697,Korokoro
113282,110445,Holesov
113302,110490,Faaa
113488,110883,Hrastenica
113505,110900,Mlaka Pri Kranju
113509,110904,Petrovce
113527,110948,Branik
113532,110953,Cerknica
114255,112461,Punkalaidun
113512,110933,Voglje
114289,112521,Rautavaara
114301,112559,Runni
114304,112562,Ruokonen
114315,112573,Ruutana
114322,112580,Sääksmäki
114342,112626,Savitaipale
113206,110291,Stredokluky
113215,110300,Vlasim
113218,110329,Jílové
113230,110341,Litvínov
113233,110344,Louny
113239,110350,Okna
112421,170348,Dillendorf
112480,170480,Dornstadt
112482,170482,Dornstetten
112487,170487,Dorset
111486,110098,Letohrad
112222,169399,Ceresara
112241,169442,Chambly
112295,169545,Chez-le-Bart
112296,169546,Chiampo
112299,169549,Chiaramonti
112277,169526,Chemin
112309,170036,Cuautlancingo
112344,170198,Degersheim
112358,170237,Delta
112370,170249,Denman Island
112383,170286,Devon
112318,170045,Cuccumella
112404,170331,Dietingen
111420,109979,Starovice
111392,109925,Luze
111440,110025,Bludov
111434,109993,Tyniste Nad Orlici
111504,166423,Albu
111283,109686,Rotava
111288,109692,Tesov
111290,109694,Vojtanov
111293,109697,Cerveny Kostelec
111297,109726,Semily
111321,109776,Hukvaldy
111329,109784,Karviná
111332,109787,Krásná
111369,109876,Dolní Holetín
111381,109888,Hodkovice
109320,163416,Case Nuove
109322,163418,Casinalbo
109332,163428,Castel Di Casio
109356,163476,Cigliano
109363,163483,Civitella Di Romagna
109194,163171,Ostigliano
109196,163173,Pagani
109206,163183,Pellezzano
109233,163234,Saviano
109270,163319,Bomporto
109287,163336,Borgonovo Val Tidone
109298,163371,Canossa
60958,1253,Eupen
60986,79623,Durg
60979,79618,Other
60988,79627,Archena
108377,159744,Songyang
109180,162732,Villamagna
111217,109542,Vodnany
111229,109580,Hevlín
111247,109624,Popuvky
111251,109628,Prusanky
111263,109640,Slapanice
111273,109676,Kovarska
111274,109677,Krajková
109490,164179,Feletto
110455,107913,Hara
109374,163519,Disvetro
109378,163523,Domo
109381,163526,Dosso
109368,163513,Crevalcore
109404,163968,Santo Stefano
109410,163974,Savigno
109420,164008,Suzzara
109425,164013,Taverna
109427,164015,Tavoleto
109443,164031,Tredozio
109447,164060,Villa Inferno
109473,164161,Cordenons
109475,164164,Corno Di Rosazzo
109485,164174,Doberdo
109501,164215,Lavariano
110218,107435,Maizuru
60637,79443,Le Blanc Mesnil
60668,79565,Calatorao
60647,79292,Alp
60678,79506,Cebreros
60679,79592,Chinchon
60710,79350,Jerica
60726,79351,Montellano
60727,79502,Muros de Nalon
60712,79604,La Iruela
60666,79353,Cala Ratjada
60606,79325,Cambourne
60603,79593,Bickenhill
60561,76763,Lismore
60565,78482,Cayasta
60599,79487,Baldham
60612,79552,Larne
60618,79413,Saint Helier Jersey
60488,76637,Treviolo
60515,76665,Varallo Pombia
60546,76697,Vimercate
60552,76703,Vivaro
60553,76704,Vizzola Ticino
60556,76707,Zero Branco
60557,76708,Zevio
60569,79548,Esch-sur-Sure
60779,79446,Tramacastilla de Tena
60767,79574,Sant Esteve Sesrovires
60738,79561,Onis
